title,age_certification,genre,imdb_rating,imdb_votes
The English Game,TV-14,Drama,7.2,449
The English Game,TV-14,Drama,7.8,422
The English Game,TV-14,Drama,7.7,392
The English Game,TV-14,Drama,8.5,450
The 100,TV-14,Drama,7.6,"2,600"
She-Ra and the Princesses of Power,TV-Y7,Animation,7.7,"1,036"
She-Ra and the Princesses of Power,TV-Y7,Animation,7.5,"1,032"
She-Ra and the Princesses of Power,TV-Y7,Animation,8.1,"1,101"
She-Ra and the Princesses of Power,TV-Y7,Animation,8,"1,054"
She-Ra and the Princesses of Power,TV-Y7,Animation,8.1,"1,061"
She-Ra and the Princesses of Power,TV-Y7,Animation,8,"1,079"
Greenleaf,TV-14,Drama,6.3,54
Greenleaf,TV-14,Drama,6.4,52
Greenleaf,TV-14,Drama,6,48
Greenleaf,TV-14,Drama,6.2,50
Greenleaf,TV-14,Drama,6.2,49
Greenleaf,TV-14,Drama,6.2,57
Good Girls,TV-14,Comedy,8,532
The Stranger,TV-MA,Crime,7.4,"1,347"
The Stranger,TV-MA,Crime,7.5,"1,195"
The Stranger,TV-MA,Crime,7.5,"1,103"
Good Girls,TV-14,Comedy,8.1,546
Arthdal Chronicles,Unknown,Action,8,241
JoJo's Bizarre Adventure,TV-MA,Animation,8.2,767
Drug Squad: Costa del Sol,Unknown,Action,7.3,24
Tiny House Nation,TV-PG,Reality-TV,7.3,42
Tiny House Nation,TV-PG,Reality-TV,3.6,61
Tiny House Nation,TV-PG,Reality-TV,7.1,26
Tiny House Nation,TV-PG,Reality-TV,7.8,30
Tiny House Nation,TV-PG,Reality-TV,7.1,25
Tiny House Nation,TV-PG,Reality-TV,7.3,26
Drug Squad: Costa del Sol,Unknown,Action,7.3,21
Cobra Kai,TV-14,Action,8,"3,702"
Cobra Kai,TV-14,Action,8.4,"3,532"
Cobra Kai,TV-14,Action,8.1,"3,174"
Cobra Kai,TV-14,Action,8.1,"3,460"
Cobra Kai,TV-14,Action,9,"4,152"
Cobra Kai,TV-14,Action,7.8,"3,340"
Cobra Kai,TV-14,Action,8.3,"3,259"
Cobra Kai,TV-14,Action,8.7,"3,627"
Cobra Kai,TV-14,Action,8.3,"3,275"
Cobra Kai,TV-14,Action,9.4,"5,941"
Outer Banks,TV-MA,Action,7.3,"1,346"
Outer Banks,TV-MA,Action,7.4,"1,162"
Outer Banks,TV-MA,Action,7.5,"1,092"
Outer Banks,TV-MA,Action,8,"1,148"
Outer Banks,TV-MA,Action,7.9,"1,070"
Outer Banks,TV-MA,Action,8.2,"1,098"
Outer Banks,TV-MA,Action,8,"1,026"
Outer Banks,TV-MA,Action,8.4,"1,148"
Outer Banks,TV-MA,Action,7.9,"1,061"
Outer Banks,TV-MA,Action,8.2,"1,187"
Tiny House Nation,TV-PG,Reality-TV,6.2,40
Tiny House Nation,TV-PG,Reality-TV,7.8,22
JoJo's Bizarre Adventure,TV-MA,Animation,8.6,912
Someone Has to Die,TV-MA,Crime,6.8,245
Someone Has to Die,TV-MA,Crime,7.1,210
Someone Has to Die,TV-MA,Crime,6.6,213
She-Ra and the Princesses of Power,TV-Y7,Animation,7.9,"1,024"
Leila,Unknown,Drama,5.4,311
Drug Squad: Costa del Sol,Unknown,Action,7.7,19
Drug Squad: Costa del Sol,Unknown,Action,7.6,17
Drug Squad: Costa del Sol,Unknown,Action,7.9,18
Drug Squad: Costa del Sol,Unknown,Action,7.2,17
Drug Squad: Costa del Sol,Unknown,Action,7.6,15
Drug Squad: Costa del Sol,Unknown,Action,7.6,15
Drug Squad: Costa del Sol,Unknown,Action,7.7,15
Drug Squad: Costa del Sol,Unknown,Action,7.5,14
Drug Squad: Costa del Sol,Unknown,Action,8.2,14
Stateless,TV-MA,Drama,7.4,529
Stateless,TV-MA,Drama,7.6,461
Stateless,TV-MA,Drama,7.6,437
Stateless,TV-MA,Drama,7.8,429
Stateless,TV-MA,Drama,7.9,425
Stateless,TV-MA,Drama,8.2,446
The Good Place,TV-PG,Comedy,7.7,"1,829"
The Good Place,TV-PG,Comedy,7.7,"1,915"
The Good Place,TV-PG,Comedy,7.4,"1,878"
The Good Place,TV-PG,Comedy,8,"1,926"
Grace and Frankie,TV-MA,Comedy,8.1,428
Anne with an E,TV-PG,Drama,9,"1,683"
JoJo's Bizarre Adventure,TV-MA,Animation,9,999
White Lines,TV-MA,Crime,6.6,573
Luna Nera,TV-MA,Drama,6.1,196
Luna Nera,TV-MA,Drama,6,161
Luna Nera,TV-MA,Drama,6.1,141
The Stranger,TV-MA,Crime,7.5,"1,067"
The Stranger,TV-MA,Crime,7.7,"1,052"
The Stranger,TV-MA,Crime,7.7,"1,017"
The Stranger,TV-MA,Crime,7.9,"1,011"
The Stranger,TV-MA,Crime,7.7,"1,106"
Leila,Unknown,Drama,5.5,267
Leila,Unknown,Drama,5.2,242
Leila,Unknown,Drama,5.4,231
Leila,Unknown,Drama,5.3,240
Leila,Unknown,Drama,5.2,238
How to Sell Drugs Online (Fast),TV-MA,Comedy,7.8,890
How to Sell Drugs Online (Fast),TV-MA,Comedy,7.8,846
How to Sell Drugs Online (Fast),TV-MA,Comedy,7.8,829
How to Sell Drugs Online (Fast),TV-MA,Comedy,7.9,816
How to Sell Drugs Online (Fast),TV-MA,Comedy,8.4,916
Narcos: Mexico,TV-MA,Crime,8.6,"1,525"
Oktoberfest: Beer & Blood,TV-MA,Drama,6.9,146
Oktoberfest: Beer & Blood,TV-MA,Drama,6.9,123
JoJo's Bizarre Adventure,TV-MA,Animation,8.6,921
Unorthodox,TV-MA,Drama,7.8,"1,715"
Unorthodox,TV-MA,Drama,8,"1,578"
Unorthodox,TV-MA,Drama,7.9,"1,490"
Unorthodox,TV-MA,Drama,8.2,"1,538"
High Seas,TV-MA,Crime,7.3,149
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,7.4,8
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
The Queen and the Conqueror,Unknown,Drama,Unknown,Unknown
Fuller House,TV-G,Comedy,7.2,210
Fuller House,TV-G,Comedy,7.4,208
Fuller House,TV-G,Comedy,7.4,218
Fuller House,TV-G,Comedy,7.6,215
Fuller House,TV-G,Comedy,7.2,207
Fuller House,TV-G,Comedy,7.7,211
Fuller House,TV-G,Comedy,7.3,222
Fuller House,TV-G,Comedy,8.4,287
Dark,TV-MA,Crime,8.8,"13,316"
Arthdal Chronicles,Unknown,Action,8.6,226
Family Business,TV-14,Comedy,6.6,140
Dead to Me,TV-MA,Comedy,7.8,"1,299"
Arthdal Chronicles,Unknown,Action,8.3,189
Arthdal Chronicles,Unknown,Action,8.6,179
Arthdal Chronicles,Unknown,Action,8.5,166
Arthdal Chronicles,Unknown,Action,8.5,168
The Sinner,TV-MA,Crime,7.4,"2,116"
The 100,TV-14,Drama,8,"2,332"
Lucifer,TV-14,Crime,8,"4,230"
The 100,TV-14,Drama,7.3,"2,062"
JoJo's Bizarre Adventure,TV-MA,Animation,9.3,"1,110"
JoJo's Bizarre Adventure,TV-MA,Animation,8.9,950
Grace and Frankie,TV-MA,Comedy,8.3,400
Dark,TV-14,Crime,8.9,"11,416"
Dark,TV-MA,Crime,9,"11,334"
Dark,TV-MA,Crime,9.4,"12,373"
Dark,TV-MA,Crime,9.2,"11,338"
Dark,TV-MA,Crime,9.5,"14,007"
Dark,TV-MA,Crime,9.1,"11,251"
Dark,TV-MA,Crime,9.4,"14,017"
The 100,TV-14,Drama,7.9,"2,020"
Supergirl,TV-PG,Action,6.6,"1,321"
I Am Not Okay with This,TV-MA,Comedy,7.2,"1,963"
I Am Not Okay with This,TV-MA,Comedy,7.5,"1,807"
I Am Not Okay with This,TV-MA,Comedy,7.6,"1,602"
I Am Not Okay with This,TV-MA,Comedy,7.6,"1,651"
I Am Not Okay with This,TV-MA,Comedy,7.9,"1,682"
I Am Not Okay with This,TV-MA,Comedy,8.5,"2,026"
I Am Not Okay with This,TV-MA,Comedy,7.4,"1,711"
Grace and Frankie,TV-MA,Comedy,7.8,357
Narcos: Mexico,TV-MA,Crime,7.9,"1,514"
Supergirl,TV-PG,Action,7.1,"1,345"
Supergirl,TV-14,Action,6.8,"1,182"
Supergirl,TV-PG,Action,6.9,"1,148"
Supergirl,TV-PG,Action,7.7,"1,397"
Supergirl,TV-PG,Action,7.7,"1,420"
Supergirl,TV-PG,Action,7.7,"1,235"
Supergirl,TV-PG,Action,7.4,"1,139"
"Love, Death & Robots",TV-MA,Animation,8.1,"11,912"
Supergirl,TV-PG,Action,6.6,"1,561"
Supergirl,TV-PG,Action,6.6,"1,225"
Supergirl,TV-PG,Action,8.5,"1,907"
Supergirl,TV-PG,Action,5.9,"1,352"
Supergirl,TV-14,Action,6.3,"1,345"
Supergirl,TV-PG,Action,7,"1,065"
Supergirl,TV-PG,Action,7.6,"1,046"
Always a Witch,TV-14,Drama,7.8,29
The Alc??sser Murders,TV-MA,Documentary,7.2,125
The Alc??sser Murders,TV-MA,Documentary,7.4,107
The Alc??sser Murders,TV-MA,Documentary,7.3,114
The Alc??sser Murders,TV-MA,Documentary,7.2,102
The Alc??sser Murders,TV-MA,Documentary,6.5,103
White Lines,TV-MA,Crime,7.3,420
White Lines,TV-MA,Crime,7,453
White Lines,TV-MA,Crime,7.1,376
White Lines,TV-MA,Crime,7.1,389
White Lines,TV-MA,Crime,7.1,359
White Lines,TV-MA,Crime,7.1,345
White Lines,TV-MA,Crime,7.2,338
White Lines,TV-MA,Crime,7.2,332
White Lines,TV-MA,Crime,7,383
JoJo's Bizarre Adventure,TV-MA,Animation,9.2,987
Pacific Rim: The Black,TV-14,Animation,7,305
Pacific Rim: The Black,TV-14,Animation,6.8,255
Pacific Rim: The Black,TV-14,Animation,6.9,244
Pacific Rim: The Black,TV-14,Animation,7,237
Yankee,TV-MA,Drama,5.8,29
Chief of Staff,Unknown,Drama,7.9,19
Chief of Staff,Unknown,Drama,8.9,15
Chief of Staff,Unknown,Drama,8.6,11
Chief of Staff,Unknown,Drama,8.8,12
Chief of Staff,Unknown,Drama,8.4,10
Chief of Staff,Unknown,Drama,8.5,11
Chief of Staff,Unknown,Drama,8.5,10
Chief of Staff,Unknown,Drama,8.3,11
Chief of Staff,Unknown,Drama,8.7,11
Narcos: Mexico,TV-MA,Crime,7.9,"1,433"
Top Gear,TV-PG,Adventure,5.4,367
Top Gear,TV-PG,Adventure,4.5,330
Top Gear,TV-14,Adventure,4.8,254
Top Gear,TV-PG,Adventure,5.8,224
The Last Kingdom,TV-MA,Action,8.4,"2,447"
Grand Army,TV-MA,Drama,6.9,196
Grand Army,TV-MA,Drama,7.1,167
Queer Eye,TV-14,Reality-TV,8.7,351
Queer Eye,TV-14,Reality-TV,8.5,242
Grace and Frankie,TV-MA,Comedy,7.9,414
Grace and Frankie,TV-MA,Comedy,7.8,388
Grace and Frankie,TV-MA,Comedy,8.2,412
Grace and Frankie,TV-MA,Comedy,8,375
Power Rangers Beast Morphers,TV-Y7,Action,8.3,34
Comedians in Cars Getting Coffee,TV-14,Comedy,8.1,402
Comedians in Cars Getting Coffee,TV-14,Comedy,7.4,299
Comedians in Cars Getting Coffee,TV-14,Comedy,8.1,318
Comedians in Cars Getting Coffee,TV-14,Comedy,7.5,243
Comedians in Cars Getting Coffee,TV-14,Comedy,7.9,287
Comedians in Cars Getting Coffee,TV-14,Comedy,7.7,226
Comedians in Cars Getting Coffee,TV-14,Comedy,6.6,213
Comedians in Cars Getting Coffee,TV-14,Comedy,6.5,219
Comedians in Cars Getting Coffee,TV-14,Comedy,6.6,191
Comedians in Cars Getting Coffee,TV-14,Comedy,6.4,171
Avatar: The Last Airbender,TV-Y7,Animation,9.6,"3,953"
Comedians in Cars Getting Coffee,TV-14,Comedy,6.9,179
I Think You Should Leave with Tim Robinson,TV-MA,Comedy,8.1,427
Bridgerton,TV-MA,Drama,7.5,"2,650"
Bridgerton,TV-MA,Drama,7.8,"2,516"
Bridgerton,TV-MA,Drama,7.6,"2,522"
Bridgerton,TV-MA,Drama,7.9,"2,642"
Bridgerton,TV-MA,Drama,7.5,"2,363"
Bridgerton,TV-MA,Drama,7.6,"2,280"
Bridgerton,TV-MA,Drama,7.9,"2,479"
The Rain,TV-MA,Drama,6.5,442
Typewriter,TV-MA,Horror,6.9,176
Cable Girls,TV-MA,Drama,7.6,112
Lucifer,TV-14,Crime,7.5,"5,131"
JoJo's Bizarre Adventure,TV-MA,Animation,9,965
The Flash,TV-PG,Action,4.9,"2,124"
Power Rangers Beast Morphers,TV-Y7,Action,8.2,33
Go! Live Your Way,TV-Y7,Comedy,8.5,12
Go! Live Your Way,TV-Y7,Comedy,8.6,10
Go! Live Your Way,TV-Y7,Comedy,8.4,8
Go! Live Your Way,TV-Y7,Comedy,8.4,8
Go! Live Your Way,TV-Y7,Comedy,8.4,8
Go! Live Your Way,TV-Y7,Comedy,8.3,7
Go! Live Your Way,TV-Y7,Comedy,7.8,6
Go! Live Your Way,TV-Y7,Comedy,8,7
Go! Live Your Way,TV-Y7,Comedy,8.1,7
Go! Live Your Way,TV-Y7,Comedy,8.3,8
Go! Live Your Way,TV-Y7,Comedy,8.4,8
Go! Live Your Way,TV-Y7,Comedy,8.1,7
Go! Live Your Way,TV-Y7,Comedy,8.3,8
Go! Live Your Way,TV-Y7,Comedy,8.8,9
Go! Live Your Way,TV-Y7,Comedy,8.5,11
The End of the F***ing World,TV-MA,Adventure,8.1,"2,685"
The End of the F***ing World,TV-MA,Adventure,8.2,"2,664"
The End of the F***ing World,TV-MA,Adventure,7.7,"2,538"
The End of the F***ing World,TV-MA,Adventure,7.8,"2,543"
The End of the F***ing World,TV-MA,Adventure,8.9,"3,343"
The End of the F***ing World,TV-MA,Adventure,8.6,"3,208"
The Protector,TV-MA,Action,6.6,397
The Windsors,TV-MA,Comedy,7.3,59
Nailed It!,TV-PG,Game-Show,6.9,42
Prank Encounters,TV-MA,Comedy,6.5,199
Prank Encounters,TV-MA,Comedy,6.8,160
Prank Encounters,TV-MA,Comedy,6.3,140
Prank Encounters,TV-MA,Comedy,6.6,121
Prank Encounters,TV-MA,Comedy,7.2,131
Prank Encounters,TV-MA,Comedy,6,103
Prank Encounters,TV-MA,Comedy,7.2,114
Typewriter,TV-MA,Horror,7.1,152
Typewriter,TV-MA,Horror,7.4,139
3Below: Tales of Arcadia,TV-Y7,Animation,7.7,168
Exhibit A,TV-14,Documentary,6.3,117
Exhibit A,TV-14,Documentary,6.6,82
Exhibit A,TV-14,Documentary,6,76
Exhibit A,TV-14,Documentary,6.8,66
7Seeds,TV-MA,Animation,6.9,56
7Seeds,TV-MA,Animation,6.8,51
7Seeds,TV-MA,Animation,6.8,49
7Seeds,TV-MA,Animation,7.2,48
7Seeds,TV-MA,Animation,7.1,47
7Seeds,TV-MA,Animation,7.8,46
7Seeds,TV-MA,Animation,6.9,39
7Seeds,TV-MA,Animation,7.2,38
7Seeds,TV-MA,Animation,7.8,39
7Seeds,TV-MA,Animation,7.5,37
7Seeds,TV-MA,Animation,7.8,44
JoJo's Bizarre Adventure,TV-MA,Animation,9.4,"1,192"
Power Rangers Beast Morphers,TV-Y7,Action,8.1,33
Family Business,TV-MA,Comedy,7.4,97
The Last Kingdom,TV-MA,Action,8.6,"2,506"
Family Business,TV-MA,Comedy,7,110
Family Business,TV-MA,Comedy,7.2,103
Family Business,TV-MA,Comedy,7.7,98
Family Business,TV-MA,Comedy,7.8,100
Space Force,TV-MA,Comedy,6.8,"3,147"
Space Force,TV-MA,Comedy,7.3,"2,689"
Space Force,TV-MA,Comedy,7.2,"2,280"
Space Force,TV-MA,Comedy,6.9,"2,110"
Space Force,TV-MA,Comedy,6.7,"2,022"
Space Force,TV-MA,Comedy,7.1,"1,878"
Space Force,TV-MA,Comedy,6.9,"1,819"
Space Force,TV-MA,Comedy,6.9,"1,783"
Space Force,TV-MA,Comedy,7.6,"1,856"
Space Force,TV-MA,Comedy,7.1,"1,810"
Hotel Del Luna,Unknown,Action,7.9,176
Midnight Mass,TV-MA,Drama,7.3,"3,841"
Midnight Mass,TV-MA,Drama,7.7,"3,523"
Midnight Mass,TV-MA,Drama,8.1,"3,469"
Midnight Mass,TV-MA,Drama,8,"3,279"
Midnight Mass,TV-MA,Drama,8.6,"3,794"
Midnight Mass,TV-MA,Drama,8.6,"3,414"
Midnight Mass,TV-MA,Drama,8,"3,518"
Grand Army,TV-MA,Drama,7.2,143
Good Girls,TV-14,Comedy,7.9,543
High Seas,TV-MA,Crime,7.2,132
High Seas,TV-MA,Crime,7.1,124
High Seas,TV-MA,Crime,6.9,122
High Seas,TV-MA,Crime,7.4,117
High Seas,TV-MA,Crime,7.4,115
JoJo's Bizarre Adventure,TV-MA,Animation,8.9,"1,023"
Power Rangers Beast Morphers,TV-Y7,Action,8.7,35
Blood & Water,TV-MA,Drama,7,120
Grand Army,TV-MA,Drama,7.2,160
Grand Army,TV-MA,Drama,7.2,139
Grand Army,TV-MA,Drama,7.1,132
JoJo's Bizarre Adventure,TV-MA,Animation,8.8,"1,046"
Teenage Bounty Hunters,TV-MA,Comedy,7.7,878
Teenage Bounty Hunters,TV-MA,Comedy,7.7,813
Elite,TV-MA,Crime,7.9,"1,162"
Elite,TV-MA,Crime,7.8,"1,133"
Elite,TV-MA,Crime,8.1,"1,176"
Elite,TV-MA,Crime,8.4,"1,200"
Teenage Bounty Hunters,TV-MA,Comedy,7.8,797
Teenage Bounty Hunters,TV-MA,Comedy,7.6,773
Teenage Bounty Hunters,TV-MA,Comedy,7.6,778
Teenage Bounty Hunters,TV-MA,Comedy,8.2,798
Teenage Bounty Hunters,TV-MA,Comedy,8.3,794
Teenage Bounty Hunters,TV-MA,Comedy,8.4,787
Teenage Bounty Hunters,TV-MA,Comedy,8.5,787
Teenage Bounty Hunters,TV-MA,Comedy,8.7,847
El marginal,TV-MA,Crime,8,70
El marginal,TV-MA,Crime,7.9,66
El marginal,TV-MA,Crime,7.6,58
El marginal,TV-MA,Crime,7.7,58
El marginal,TV-MA,Crime,7.7,63
El marginal,TV-MA,Crime,7.6,62
El marginal,TV-MA,Crime,8.2,64
El marginal,TV-MA,Crime,8.5,73
Power Rangers Beast Morphers,TV-Y7,Action,7.7,33
Jupiter's Legacy,TV-MA,Action,7,"1,446"
Russian Doll,TV-MA,Comedy,7.3,"1,200"
3Below: Tales of Arcadia,TV-Y7,Animation,7.8,165
3Below: Tales of Arcadia,TV-Y7,Animation,7.4,160
3Below: Tales of Arcadia,TV-Y7,Animation,7.4,161
3Below: Tales of Arcadia,TV-Y7,Animation,7.6,163
3Below: Tales of Arcadia,TV-Y7,Animation,7,159
3Below: Tales of Arcadia,TV-Y7,Animation,7.8,171
3Below: Tales of Arcadia,TV-Y7,Animation,7,158
3Below: Tales of Arcadia,TV-Y7,Animation,8.1,162
3Below: Tales of Arcadia,TV-Y7,Animation,8.4,168
3Below: Tales of Arcadia,TV-Y7,Animation,8.4,162
3Below: Tales of Arcadia,TV-Y7-FV,Animation,8.3,157
3Below: Tales of Arcadia,TV-Y7,Animation,8.4,177
Hotel Del Luna,Unknown,Action,7.9,142
The Umbrella Academy,TV-14,Action,8.1,"3,724"
The Umbrella Academy,TV-14,Action,8.1,"3,698"
Power Rangers Beast Morphers,TV-Y7,Action,8.9,36
Jupiter's Legacy,TV-MA,Action,7.1,"1,353"
Jupiter's Legacy,TV-MA,Action,6.8,"1,285"
DC's Legends of Tomorrow,TV-14,Action,8.1,"1,130"
DC's Legends of Tomorrow,TV-14,Action,8.8,"1,383"
Queer Eye,TV-14,Reality-TV,9.3,431
Queer Eye,TV-14,Reality-TV,8.5,268
Queer Eye,TV-14,Reality-TV,7.5,240
Queer Eye,TV-14,Reality-TV,9.1,326
Queer Eye,TV-14,Reality-TV,8.2,233
Queer Eye,TV-14,Reality-TV,8.2,198
Queer Eye,TV-14,Reality-TV,7.7,199
Luna Nera,TV-MA,Drama,6.1,141
Luna Nera,TV-MA,Drama,5.8,134
Luna Nera,TV-MA,Drama,6.3,150
Elite,TV-MA,Crime,8.1,"1,142"
Elite,TV-MA,Crime,8.3,"1,157"
Typewriter,TV-MA,Horror,6.4,139
Typewriter,TV-MA,Horror,7.4,130
Hotel Del Luna,Unknown,Action,8,128
Hotel Del Luna,Unknown,Action,8,119
Love 101,TV-14,Comedy,7,461
Love 101,TV-14,Comedy,7.4,420
Love 101,TV-14,Comedy,7.7,419
Love 101,TV-14,Comedy,7.5,390
Love 101,TV-14,Comedy,7.4,384
Love 101,TV-14,Comedy,7.7,417
Love 101,TV-14,Comedy,8.1,452
Love 101,TV-14,Comedy,7.5,427
Riverdale,TV-14,Crime,7.4,"1,018"
The Last Kingdom,TV-MA,Action,8.9,"2,679"
Super Monsters,TV-Y,Animation,6,41
Formula 1: Drive to Survive,TV-MA,Documentary,7.6,797
The Worst Witch,TV-Y7,Family,8,43
Peaky Blinders,TV-MA,Crime,8.8,"10,115"
Sugar Rush,TV-PG,Game-Show,7.2,37
Sugar Rush,TV-PG,Game-Show,7.8,30
Sugar Rush,TV-PG,Game-Show,7.4,27
Sugar Rush,TV-PG,Game-Show,7.8,25
Sugar Rush,TV-PG,Game-Show,6,27
Sugar Rush,TV-PG,Game-Show,7.4,25
Hotel Del Luna,Unknown,Action,7.9,114
Hotel Del Luna,Unknown,Action,8,111
Hotel Del Luna,Unknown,Action,8.1,106
Hotel Del Luna,Unknown,Action,8.5,113
Hotel Del Luna,Unknown,Action,8.4,106
Hotel Del Luna,Unknown,Action,8.5,111
Hotel Del Luna,Unknown,Action,8.7,111
Hotel Del Luna,Unknown,Action,8.5,110
Hotel Del Luna,Unknown,Action,8.8,127
Hotel Del Luna,Unknown,Action,8.2,107
Hotel Del Luna,Unknown,Action,8.8,100
Hotel Del Luna,Unknown,Action,8.6,127
F Is for Family,TV-MA,Animation,7.7,416
F Is for Family,TV-MA,Animation,7.8,390
F Is for Family,TV-MA,Animation,8.1,394
F Is for Family,TV-MA,Animation,7.6,379
F Is for Family,TV-MA,Animation,8.1,388
F Is for Family,TV-MA,Animation,7.5,453
F Is for Family,TV-MA,Animation,8.1,385
F Is for Family,TV-MA,Animation,7.9,371
F Is for Family,TV-MA,Animation,8.5,455
Top Gear,TV-PG,Adventure,9,852
Black Lightning,TV-14,Action,6.7,428
Power Rangers Beast Morphers,TV-Y7,Action,8.7,32
Power Rangers Beast Morphers,TV-Y7,Action,8.4,33
The Movies That Made Us,TV-PG,Documentary,7.8,715
The Movies That Made Us,TV-PG,Documentary,8.1,861
The Movies That Made Us,TV-PG,Documentary,7.9,744
The Movies That Made Us,TV-PG,Documentary,8,742
Trinkets,TV-MA,Comedy,7.3,152
Feel Good,TV-MA,Comedy,7,381
Feel Good,TV-MA,Comedy,7.2,318
Feel Good,TV-MA,Comedy,7.6,309
Feel Good,TV-MA,Comedy,7.6,288
The Protector,TV-MA,Action,7,384
The Protector,TV-MA,Action,7.1,371
Trinkets,TV-MA,Comedy,7.6,144
Trinkets,TV-MA,Comedy,7.5,139
Trinkets,TV-MA,Comedy,7.9,154
Trinkets,TV-MA,Comedy,7.7,142
Trinkets,TV-MA,Comedy,7.8,144
Trinkets,TV-MA,Comedy,7.6,137
Trinkets,TV-MA,Comedy,7.6,134
Trinkets,TV-MA,Comedy,8.5,177
Trinkets,TV-MA,Comedy,8,138
Feel Good,TV-MA,Comedy,7.8,299
Feel Good,TV-MA,Comedy,7.8,299
Anne with an E,TV-PG,Drama,8.8,"1,630"
Power Rangers Beast Morphers,TV-Y7,Action,8.6,31
She-Ra and the Princesses of Power,TV-Y7,Animation,7.9,"1,010"
She-Ra and the Princesses of Power,TV-Y7,Animation,8.2,"1,041"
She-Ra and the Princesses of Power,TV-Y7,Animation,8.3,"1,040"
She-Ra and the Princesses of Power,TV-Y7,Animation,8.4,"1,097"
She-Ra and the Princesses of Power,TV-Y7,Animation,8.6,"1,108"
Hilda,TV-Y7,Animation,7.8,307
13 Reasons Why,TV-MA,Drama,5.7,"1,959"
The Protector,TV-MA,Action,7.2,376
Black Lightning,TV-14,Action,7.1,424
Black Lightning,TV-14,Action,7.1,406
Russian Doll,TV-MA,Comedy,7.1,"1,001"
Russian Doll,TV-MA,Comedy,7.1,907
Russian Doll,TV-MA,Comedy,7.2,849
Russian Doll,TV-MA,Comedy,7.4,842
